,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
160,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
161,121,Mamadi Diakite,PF,27,TOT,6,0,4.0,0.7,1.0,.667,0.0,0.2,.000,0.7,0.8,.800,.667,0.7,1.0,.667,0.2,0.5,0.7,0.3,0.2,0.2,0.2,0.3,2.0,2024
162,121,Mamadi Diakite,PF,27,SAS,3,0,5.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.0,.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0,2024
163,121,Mamadi Diakite,PF,27,NYK,3,0,2.7,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.0,0.3,0.3,0.0,2024
164,122,Hamidou Diallo,SG,25,WAS,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,2024
165,123,Gradey Dick,SG,20,TOR,55,14,20.4,3.0,7.1,.419,1.3,3.8,.356,1.6,3.3,.492,.514,0.7,0.9,.872,0.5,1.7,2.1,1.2,0.6,0.0,0.9,1.4,8.0,2024
166,124,Ousmane Dieng,PF,20,OKC,31,0,11.0,1.4,3.4,.413,0.6,2.2,.299,0.7,1.2,.622,.510,0.5,0.5,.875,0.3,1.3,1.6,1.1,0.2,0.1,0.5,0.6,3.9,2024
167,125,Spencer Dinwiddie,PG,30,TOT,71,51,28.7,3.4,8.7,.388,1.6,4.9,.328,1.7,3.7,.468,.481,2.2,2.8,.792,0.4,2.3,2.7,4.9,0.7,0.3,1.2,1.9,10.5,2024
168,125,Spencer Dinwiddie,PG,30,BRK,48,48,30.7,4.1,10.4,.391,1.9,5.8,.320,2.2,4.6,.480,.480,2.6,3.3,.781,0.5,2.8,3.3,6.0,0.8,0.2,1.3,1.8,12.6,2024
169,125,Spencer Dinwiddie,PG,30,LAL,23,3,24.4,1.9,5.1,.376,1.1,3.2,.356,0.8,1.9,.409,.487,1.3,1.6,.838,0.1,1.3,1.5,2.5,0.4,0.6,1.1,2.0,6.3,2024
170,126,Donte DiVincenzo,SG,27,NYK,75,57,28.2,5.4,12.2,.440,3.5,8.7,.401,1.9,3.5,.538,.583,1.1,1.4,.741,0.8,2.8,3.6,2.6,1.3,0.4,1.3,2.1,15.3,2024
171,127,Luka Dončić,PG,24,DAL,67,67,37.4,11.5,23.6,.486,4.0,10.5,.382,7.5,13.1,.570,.571,6.8,8.7,.783,0.8,8.4,9.2,9.8,1.5,0.5,4.0,2.1,33.8,2024
172,128,Luguentz Dort,SF,24,OKC,74,74,28.5,3.6,8.2,.436,1.9,5.0,.392,1.6,3.3,.502,.554,1.6,1.9,.831,1.0,2.7,3.7,1.4,0.9,0.6,0.9,3.0,10.7,2024
173,129,Ayo Dosunmu,SG,24,CHI,74,35,28.9,4.7,9.4,.500,1.5,3.9,.396,3.1,5.5,.572,.582,1.1,1.3,.818,0.7,2.1,2.8,3.1,0.9,0.5,1.3,2.1,12.0,2024
174,130,Jeff Dowtin,PG,26,PHI,7,0,12.3,1.6,2.9,.550,1.0,2.0,.500,0.6,0.9,.667,.725,0.3,0.3,1.000,0.3,1.3,1.6,2.4,0.6,0.1,0.7,0.1,4.4,2024
175,131,Henri Drell,SF,23,CHI,1,0,3.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2024
176,132,Andre Drummond,C,30,CHI,76,10,17.1,3.4,6.1,.552,0.0,0.0,.000,3.4,6.0,.556,.552,1.6,2.8,.590,3.4,5.6,8.9,0.5,0.9,0.6,1.0,1.8,8.4,2024
177,133,Chris Duarte,SF,26,SAC,56,11,12.6,1.4,3.6,.389,0.8,2.2,.355,0.6,1.5,.439,.495,0.5,0.6,.788,0.5,1.4,1.9,0.8,0.5,0.1,0.4,1.3,4.1,2024
178,134,Kris Dunn,PG,29,UTA,65,32,18.9,2.2,4.7,.468,0.6,1.7,.373,1.6,3.0,.520,.534,0.3,0.4,.667,0.8,2.1,2.9,3.9,1.0,0.4,1.2,2.0,5.3,2024
179,135,Kevin Durant,PF,35,PHO,69,69,37.1,10.1,19.2,.528,2.3,5.4,.420,7.9,13.8,.570,.587,5.0,5.9,.854,0.5,6.2,6.7,5.2,0.9,1.3,3.3,1.8,27.5,2024
180,136,Jalen Duren,C,20,DET,58,57,29.2,5.7,9.2,.623,0.0,0.1,.000,5.7,9.1,.627,.623,2.2,2.8,.779,3.2,8.4,11.7,2.4,0.6,0.8,2.1,3.2,13.6,2024
181,137,Tari Eason,PF,22,HOU,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8,2024
182,138,Anthony Edwards,SG,22,MIN,73,72,35.2,9.2,19.9,.461,2.4,6.7,.360,6.8,13.2,.513,.522,5.3,6.4,.828,0.6,4.9,5.5,5.1,1.3,0.6,3.1,1.8,26.1,2024
183,139,Kessler Edwards,SF,23,SAC,50,0,5.0,0.6,1.5,.419,0.4,0.9,.383,0.3,0.5,.481,.541,0.1,0.2,.500,0.2,0.6,0.8,0.3,0.2,0.1,0.1,0.5,1.7,2024
184,140,Keon Ellis,SG,24,SAC,51,15,16.2,1.6,3.5,.456,1.0,2.6,.405,0.6,1.0,.592,.603,0.5,0.6,.719,0.5,1.5,2.1,1.5,0.9,0.5,0.5,1.9,4.7,2024
185,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
186,141,Joel Embiid,C,29,PHI,36,36,33.9,11.6,22.0,.528,1.2,3.4,.364,10.4,18.7,.558,.556,10.3,11.7,.886,2.5,8.4,10.9,5.6,1.2,1.7,3.7,2.9,34.8,2024
187,142,Drew Eubanks,C,26,PHO,70,5,15.7,2.1,3.4,.620,0.0,0.0,1.000,2.1,3.3,.615,.627,1.0,1.3,.775,1.4,2.9,4.2,0.8,0.4,0.8,0.8,1.5,5.2,2024
188,143,Tosan Evbuomwan,SF,22,TOT,16,7,21.4,2.1,4.1,.500,0.8,1.9,.387,1.3,2.2,.600,.591,0.9,1.4,.682,1.1,2.6,3.6,0.8,0.3,0.3,0.5,1.4,5.8,2024
189,143,Tosan Evbuomwan,SF,22,MEM,4,0,18.5,1.0,3.8,.267,0.5,2.0,.250,0.5,1.8,.286,.333,0.0,0.0,,2.0,1.5,3.5,1.5,0.0,0.3,0.3,1.3,2.5,2024
190,143,Tosan Evbuomwan,SF,22,DET,12,7,22.3,2.4,4.3,.569,0.8,1.9,.435,1.6,2.3,.679,.667,1.3,1.8,.682,0.8,2.9,3.7,0.6,0.4,0.3,0.6,1.4,6.9,2024
191,144,Dante Exum,PG,28,DAL,50,15,19.4,3.0,5.5,.542,1.0,2.0,.500,2.0,3.5,.565,.631,1.0,1.3,.773,0.4,2.1,2.6,2.8,0.4,0.1,0.8,1.6,8.0,2024
192,145,Bruno Fernando,C,25,ATL,40,1,14.4,2.3,3.9,.590,0.0,0.1,.000,2.3,3.8,.605,.590,1.2,1.9,.653,1.4,2.9,4.3,1.0,0.6,0.7,1.0,2.2,5.8,2024
193,146,Dorian Finney-Smith,PF,30,BRK,67,55,28.5,3.2,7.6,.423,1.7,5.0,.351,1.4,2.6,.561,.539,0.5,0.7,.717,1.6,3.0,4.6,1.6,0.8,0.6,0.8,2.2,8.6,2024
194,147,Adam Flagler,SG,24,OKC,1,0,6.0,0.0,3.0,.000,0.0,3.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
195,148,Malachi Flynn,PG,25,TOT,63,0,12.2,1.9,4.3,.439,0.8,2.3,.359,1.1,2.0,.532,.535,0.7,1.0,.742,0.3,1.4,1.7,1.7,0.5,0.1,0.9,0.9,5.3,2024
196,148,Malachi Flynn,PG,25,TOR,31,0,15.3,1.8,4.4,.409,0.9,2.6,.350,0.9,1.8,.491,.511,0.5,0.7,.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.4,5.1,2024
197,148,Malachi Flynn,PG,25,NYK,14,0,4.3,0.6,1.6,.391,0.3,0.9,.308,0.4,0.7,.500,.478,0.6,0.8,.818,0.0,0.4,0.4,0.4,0.1,0.0,0.2,0.2,2.2,2024
198,148,Malachi Flynn,PG,25,DET,18,0,12.9,3.0,6.2,.486,1.1,2.9,.385,1.9,3.3,.576,.577,1.1,1.6,.690,0.4,1.6,2.0,1.5,0.7,0.1,1.0,0.7,8.2,2024
199,149,Simone Fontecchio,SF,28,TOT,66,43,24.9,3.8,8.3,.460,2.0,5.1,.401,1.8,3.2,.551,.582,0.8,1.0,.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,1.7,10.5,2024
200,149,Simone Fontecchio,SF,28,UTA,50,34,23.2,3.2,7.2,.450,1.8,4.7,.391,1.4,2.5,.560,.577,0.6,0.8,.800,1.0,2.5,3.5,1.5,0.6,0.4,1.0,1.6,8.9,2024
201,149,Simone Fontecchio,SF,28,DET,16,9,30.3,5.7,11.9,.479,2.7,6.3,.426,3.0,5.6,.539,.592,1.4,1.6,.846,0.8,3.6,4.4,1.8,0.9,0.3,1.1,1.8,15.4,2024
202,150,Jordan Ford,PG,25,SAC,6,0,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,2024
203,151,Trent Forrest,SG,25,ATL,36,0,10.8,0.9,2.4,.365,0.1,0.3,.200,0.8,2.1,.387,.376,0.4,0.4,.813,0.3,1.0,1.3,2.4,0.3,0.1,0.5,0.7,2.1,2024
204,152,Evan Fournier,SG,31,TOT,27,0,17.7,2.3,6.7,.337,1.1,4.1,.259,1.2,2.6,.464,.417,0.9,1.1,.828,0.1,1.7,1.8,1.6,1.0,0.1,0.7,1.5,6.5,2024
205,152,Evan Fournier,SG,31,NYK,3,0,13.0,1.3,6.7,.200,0.7,5.0,.133,0.7,1.7,.400,.250,0.7,0.7,1.000,0.0,1.3,1.3,1.0,1.3,0.0,0.3,1.3,4.0,2024
206,152,Evan Fournier,SG,31,DET,24,0,18.3,2.4,6.7,.354,1.1,4.0,.278,1.3,2.7,.469,.438,0.9,1.1,.815,0.2,1.7,1.9,1.6,1.0,0.2,0.7,1.5,6.8,2024
207,153,De'Aaron Fox,PG,26,SAC,68,68,35.8,9.6,20.8,.462,2.8,7.7,.363,6.8,13.2,.520,.529,4.4,5.9,.738,1.0,3.6,4.6,5.7,2.0,0.4,2.7,2.6,26.4,2024
208,154,Javon Freeman-Liberty,PG,24,TOR,16,4,17.3,2.4,5.4,.442,0.4,1.8,.207,2.0,3.6,.561,.477,1.4,1.6,.885,0.6,2.6,3.1,1.8,0.5,0.1,1.1,1.3,6.6,2024
209,155,Alex Fudge,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,2024
210,156,Markelle Fultz,PG,25,ORL,37,16,21.1,3.4,7.4,.458,0.1,0.4,.214,3.3,7.1,.471,.464,0.5,0.8,.643,1.3,1.9,3.2,2.9,1.0,0.3,1.2,1.6,7.4,2024
211,157,Andrew Funk,SG,24,CHI,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
212,158,Wenyen Gabriel,PF,26,MEM,5,0,16.2,1.6,4.4,.364,0.2,1.2,.167,1.4,3.2,.438,.386,0.0,1.0,.000,1.4,3.6,5.0,0.6,0.4,0.4,1.6,2.0,3.4,2024
213,159,Daniel Gafford,C-PF,25,TOT,69,61,24.7,4.6,6.5,.712,0.0,0.0,,4.6,6.5,.712,.712,1.7,2.4,.690,2.7,5.0,7.7,1.5,0.9,2.1,1.0,3.1,10.9,2024
214,159,Daniel Gafford,C,25,WAS,45,45,26.5,4.5,6.5,.690,0.0,0.0,,4.5,6.5,.690,.690,1.9,2.6,.706,2.9,5.1,8.0,1.5,1.0,2.2,1.0,3.3,10.9,2024
215,159,Daniel Gafford,PF,25,DAL,24,16,21.4,4.8,6.4,.753,0.0,0.0,,4.8,6.4,.753,.753,1.3,2.0,.653,2.4,4.7,7.1,1.5,0.8,1.9,0.9,2.9,11.0,2024
216,160,Danilo Gallinari,PF-SF,35,TOT,47,0,12.9,1.7,3.9,.442,0.6,1.9,.330,1.1,1.9,.556,.525,1.7,2.0,.849,0.4,1.8,2.2,1.1,0.3,0.1,0.4,1.0,5.7,2024
217,160,Danilo Gallinari,PF,35,WAS,26,0,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0,2024
218,160,Danilo Gallinari,SF,35,DET,6,0,15.0,2.0,3.7,.545,1.2,2.0,.583,0.8,1.7,.500,.705,3.5,4.0,.875,0.3,2.0,2.3,2.0,0.3,0.3,0.2,1.5,8.7,2024
219,160,Danilo Gallinari,SF,35,MIL,15,0,8.6,0.7,1.9,.393,0.2,1.0,.200,0.5,0.9,.615,.446,0.7,0.9,.846,0.3,0.5,0.9,0.7,0.3,0.1,0.5,0.8,2.4,2024
220,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
221,161,Darius Garland,PG,24,CLE,53,53,33.3,6.5,14.5,.445,2.2,6.1,.363,4.2,8.4,.506,.522,2.6,3.1,.836,0.5,2.1,2.6,6.6,1.2,0.1,3.1,1.7,17.8,2024
222,162,Usman Garuba,PF,21,GSW,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,2024
223,163,Luka Garza,C,25,MIN,21,0,5.2,1.5,3.2,.478,0.4,1.4,.300,1.1,1.8,.622,.545,0.7,1.0,.714,0.7,0.5,1.2,0.2,0.1,0.0,0.2,1.0,4.2,2024
224,164,Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
225,165,Keyonte George,PG,20,UTA,69,38,26.9,4.1,10.7,.386,1.9,5.8,.332,2.2,5.0,.447,.475,2.6,3.0,.850,0.2,2.7,2.9,4.5,0.5,0.1,2.4,1.2,12.7,2024
226,166,Paul George,PF,33,LAC,70,70,34.1,8.0,16.9,.471,3.3,8.1,.412,4.6,8.8,.525,.569,3.4,3.8,.898,0.5,4.7,5.2,3.5,1.6,0.5,2.0,2.7,22.6,2024
227,167,Taj Gibson,PF,38,TOT,17,1,10.4,0.5,1.5,.320,0.1,0.5,.125,0.4,1.0,.412,.340,0.1,0.1,1.000,0.6,1.2,1.8,0.5,0.2,0.4,0.3,1.7,1.1,2024
228,167,Taj Gibson,PF,38,NYK,16,1,10.3,0.4,1.4,.304,0.0,0.4,.000,0.4,1.1,.412,.304,0.1,0.1,1.000,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0,2024
229,167,Taj Gibson,PF,38,DET,1,0,11.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,2024
230,168,Josh Giddey,SG,21,OKC,75,75,24.9,5.0,10.5,.478,1.1,3.1,.345,4.0,7.5,.533,.529,1.2,1.5,.791,1.4,4.9,6.3,4.6,0.6,0.6,2.0,1.3,12.3,2024
231,169,Harry Giles,C,25,TOT,22,0,4.5,1.0,2.3,.460,0.1,0.6,.214,0.9,1.6,.556,.490,0.3,0.6,.538,0.5,0.7,1.3,0.3,0.1,0.1,0.3,0.7,2.5,2024
232,169,Harry Giles,C,25,BRK,16,0,5.1,1.4,2.8,.500,0.2,0.7,.273,1.2,2.1,.576,.534,0.4,0.8,.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4,2024
233,169,Harry Giles,C,25,LAL,6,0,2.8,0.2,1.0,.167,0.0,0.5,.000,0.2,0.5,.333,.167,0.0,0.0,,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.0,0.3,2024
234,170,Shai Gilgeous-Alexander,PG,25,OKC,71,71,34.4,10.7,19.9,.539,1.3,3.5,.365,9.5,16.4,.576,.571,7.5,8.6,.872,0.9,4.7,5.5,6.3,2.1,0.9,2.2,2.5,30.3,2024
235,171,Anthony Gill,PF,31,WAS,46,1,8.0,1.3,2.7,.484,0.2,0.7,.250,1.1,2.0,.567,.516,0.5,0.7,.774,0.7,1.0,1.7,0.6,0.2,0.2,0.5,0.8,3.3,2024
236,172,Collin Gillespie,PG,24,DEN,24,0,9.4,1.3,2.9,.464,0.6,1.6,.395,0.7,1.3,.548,.572,0.3,0.5,.667,0.0,0.8,0.9,1.1,0.5,0.0,0.6,1.0,3.6,2024
237,173,Jacob Gilyard,PG,25,TOT,39,14,17.2,1.5,3.7,.411,1.3,3.1,.418,0.2,0.6,.375,.586,0.1,0.1,1.000,0.2,0.9,1.1,3.4,0.7,0.1,0.7,0.9,4.4,2024
238,173,Jacob Gilyard,PG,25,MEM,37,14,17.7,1.6,3.9,.417,1.4,3.2,.425,0.2,0.6,.375,.594,0.1,0.1,1.000,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7,2024
239,173,Jacob Gilyard,PG,25,BRK,2,0,7.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,2024
240,174,Rudy Gobert,C,31,MIN,70,70,34.0,5.2,8.0,.654,0.0,0.0,.000,5.2,8.0,.658,.654,3.2,5.1,.636,3.7,9.2,12.9,1.3,0.6,2.1,1.6,3.1,13.7,2024
241,175,Jordan Goodwin,PG,25,TOT,52,7,17.0,2.2,5.9,.375,0.7,2.3,.287,1.6,3.6,.433,.432,0.6,0.8,.721,1.3,2.5,3.8,2.6,0.8,0.3,1.0,1.2,5.7,2024
242,175,Jordan Goodwin,PG,25,PHO,40,0,14.0,1.9,4.8,.389,0.6,2.0,.288,1.3,2.8,.460,.448,0.6,0.7,.862,1.0,1.9,2.9,2.0,0.6,0.2,0.7,1.1,5.0,2024
243,175,Jordan Goodwin,PG,25,MEM,12,7,27.3,3.4,9.7,.353,1.0,3.5,.286,2.4,6.2,.392,.405,0.5,1.2,.429,2.3,4.6,6.8,4.7,1.3,0.8,1.8,1.8,8.3,2024
244,176,Aaron Gordon,PF,28,DEN,70,70,31.6,5.5,10.0,.554,0.6,1.9,.291,5.0,8.0,.616,.582,2.4,3.7,.653,2.4,4.1,6.5,3.4,0.8,0.6,1.5,2.0,14.0,2024
245,177,Eric Gordon,SG,35,PHO,63,24,28.4,4.2,9.3,.447,2.3,6.0,.384,1.9,3.3,.559,.570,0.8,1.0,.800,0.3,1.7,1.9,2.1,0.9,0.4,1.1,1.3,11.4,2024
246,178,Devonte' Graham,PG,28,SAS,17,0,9.5,1.1,2.9,.380,0.7,2.2,.316,0.4,0.7,.583,.500,0.4,0.5,.778,0.1,1.2,1.4,1.5,0.4,0.1,0.4,0.6,3.4,2024
247,179,Jerami Grant,PF,29,POR,54,54,33.9,7.1,15.7,.451,2.1,5.1,.402,5.0,10.6,.474,.516,4.7,5.8,.817,0.7,2.9,3.5,2.8,0.8,0.6,2.1,2.2,21.0,2024
248,180,A.J. Green,SG,24,MIL,52,0,10.5,1.5,3.5,.429,1.3,3.0,.414,0.3,0.5,.520,.607,0.3,0.3,.882,0.2,1.0,1.2,0.6,0.1,0.1,0.2,0.9,4.5,2024
249,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
250,181,Danny Green,SG,36,PHI,2,0,9.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,2024
251,182,Draymond Green,PF,33,GSW,51,48,26.8,3.5,6.9,.500,0.9,2.3,.381,2.6,4.6,.560,.564,1.1,1.4,.750,1.4,5.8,7.3,6.0,1.0,0.8,2.4,3.0,8.8,2024
252,183,Jalen Green,SG,21,HOU,76,76,31.8,7.0,16.3,.426,2.4,7.3,.335,4.5,9.0,.500,.501,3.5,4.4,.802,0.5,4.6,5.1,3.5,0.8,0.3,2.3,1.4,19.9,2024
253,184,Javonte Green,SF,30,CHI,3,0,17.0,2.0,3.7,.545,1.0,1.7,.600,1.0,2.0,.500,.682,0.0,0.0,,1.0,2.7,3.7,0.7,0.7,0.7,1.0,1.0,5.0,2024
254,185,Jeff Green,PF,37,HOU,72,5,16.7,2.1,4.5,.458,0.6,1.9,.331,1.4,2.6,.550,.528,1.6,2.0,.810,0.6,1.7,2.3,0.8,0.2,0.4,0.6,1.3,6.4,2024
255,186,Josh Green,SG,23,DAL,54,32,26.6,3.2,6.6,.493,1.3,3.3,.401,1.9,3.3,.584,.593,0.7,1.0,.673,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.5,2024
256,187,AJ Griffin,SF,20,ATL,18,0,7.3,0.7,2.5,.289,0.5,1.8,.273,0.2,0.7,.333,.389,0.1,0.1,1.000,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1,2024
257,188,Quentin Grimes,SG,23,TOT,51,18,20.1,2.4,6.4,.372,1.6,4.7,.338,0.8,1.7,.466,.495,0.7,0.9,.756,0.3,1.7,2.0,1.3,0.7,0.1,0.5,1.5,7.0,2024
258,188,Quentin Grimes,SG,23,NYK,45,18,20.2,2.5,6.4,.395,1.7,4.7,.363,0.8,1.6,.486,.530,0.5,0.8,.706,0.3,1.6,2.0,1.2,0.7,0.1,0.5,1.5,7.3,2024
259,188,Quentin Grimes,SG,23,DET,6,0,19.2,1.5,7.0,.214,0.7,4.7,.143,0.8,2.3,.357,.262,1.7,1.8,.909,0.2,1.8,2.0,2.3,0.8,0.7,1.2,1.5,5.3,2024
260,189,Mouhamadou Gueye,PF,25,TOR,10,0,9.7,1.0,3.1,.323,0.0,0.3,.000,1.0,2.8,.357,.323,0.3,0.8,.375,1.1,0.8,1.9,0.4,0.2,1.5,1.2,1.1,2.3,2024
261,190,Mouhamed Gueye,PF,21,ATL,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,2024
262,191,Rui Hachimura,PF,25,LAL,63,34,26.5,5.3,9.7,.542,1.4,3.3,.423,3.9,6.4,.602,.613,1.4,1.9,.730,0.8,3.3,4.1,1.2,0.6,0.3,0.7,1.5,13.3,2024
263,192,Ashton Hagans,PG,24,POR,18,1,16.8,1.5,3.7,.403,0.4,1.2,.318,1.1,2.5,.444,.455,0.8,0.9,.824,0.7,1.7,2.4,2.8,0.6,0.5,1.6,2.2,4.2,2024
264,193,Tyrese Haliburton,PG,23,IND,64,63,32.2,7.4,15.5,.476,2.9,7.8,.368,4.5,7.7,.587,.569,2.8,3.3,.861,0.5,3.4,3.9,11.0,1.2,0.7,2.3,1.0,20.4,2024
265,194,R.J. Hampton,PG,22,MIA,8,2,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,2024
266,195,Tim Hardaway Jr.,SF,31,DAL,73,10,27.3,5.1,12.7,.405,2.8,7.7,.360,2.3,4.9,.475,.515,1.9,2.2,.853,0.3,3.0,3.3,1.8,0.5,0.1,0.9,1.4,14.9,2024
267,196,James Harden,PG,34,LAC,69,69,34.8,4.9,11.6,.428,2.6,6.8,.382,2.3,4.7,.494,.541,4.2,4.8,.877,0.5,4.6,5.1,8.5,1.1,0.8,2.6,1.8,16.7,2024
268,197,Jaden Hardy,SG,21,DAL,67,6,13.4,2.7,6.6,.408,1.1,3.2,.363,1.5,3.4,.449,.495,0.7,1.0,.766,0.3,1.4,1.7,1.5,0.3,0.1,0.7,1.1,7.2,2024
269,198,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2024
270,199,Gary Harris,SG,29,ORL,49,22,23.4,2.5,5.6,.452,1.4,3.8,.368,1.1,1.8,.632,.577,0.7,0.9,.756,0.4,1.2,1.7,1.6,0.8,0.3,0.6,1.7,7.1,2024
271,200,Joe Harris,SG,32,DET,16,0,10.6,0.9,2.4,.359,0.6,1.9,.333,0.3,0.6,.444,.487,0.1,0.1,.500,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,2024
272,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2024
273,201,Kevon Harris,SG,26,ORL,2,0,3.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,2024
274,202,Tobias Harris,PF,31,PHI,67,67,33.9,6.6,13.6,.486,1.3,3.7,.351,5.3,9.9,.537,.534,2.7,3.0,.877,1.1,5.3,6.4,3.1,1.0,0.6,1.4,1.7,17.2,2024
275,203,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,2024
276,204,Josh Hart,SF,28,NYK,75,36,33.3,3.6,8.4,.427,1.0,3.3,.305,2.6,5.1,.507,.487,1.1,1.4,.774,1.6,6.7,8.3,4.1,0.9,0.3,1.5,2.1,9.2,2024
277,205,Isaiah Hartenstein,C,25,NYK,70,44,24.9,3.0,4.7,.637,0.0,0.0,.333,3.0,4.7,.640,.639,1.4,2.0,.727,3.2,5.1,8.3,2.4,1.1,1.1,1.1,2.8,7.5,2024
278,206,Sam Hauser,SF,26,BOS,73,10,21.4,3.1,6.6,.466,2.5,5.7,.438,0.6,0.9,.632,.654,0.2,0.2,.882,0.5,2.9,3.4,0.9,0.5,0.3,0.4,1.3,8.8,2024
279,207,Jordan Hawkins,SG,21,NOP,65,10,17.5,2.6,6.9,.382,1.6,4.5,.365,1.0,2.4,.414,.501,1.0,1.2,.838,0.4,1.8,2.2,1.1,0.3,0.1,0.6,1.1,8.0,2024
